Signature,Verify
42552013,1282185
42574173,1315687
42575258,1301042
42565306,1330222
42562537,1298622
42559955,1326270
42583283,1254428
42568324,1260087
42589502,1280527
42574290,1332350
42569002,1310586
42577363,1312550
42566834,1297151
42584856,1256198
42583801,1283000
42568573,1347991
42563777,1299945
42569239,1328274
42566697,1325046
42574518,1311630
42567721,1273519
42562715,1315733
42556003,1298036
42587411,1299177
42576876,1357918
42580577,1336591
42564577,1284012
42566035,1319971
42585808,1296348
42564913,1286423
42578604,1261335
42578174,1325657
42575045,1286836
42560589,1276621
42561140,1293984
42605203,1254915
42642691,1297014
42604562,1304345
42563445,1296742
42578698,1303959
42565729,1309373
42558172,1325326
42557863,1316069
42608414,1300437
42574077,1320690
42580394,1287887
42576733,1285168
42586784,1308683
42560374,1292907
42568416,1327925
42598711,1296118
42568932,1282431
42571029,1303735
42565325,1340191
42557841,1304290
42579198,1325431
42564406,1300120
42577890,1266715
42589226,1297115
42593748,1291641
42573492,1312969
42572251,1292227
42582692,1289407
42568977,1308441
42563237,1285276
42576516,1342374
42571188,1287580
42586955,1300445
42560711,1328086
42566568,1295555
42568805,1298649
42562856,1282850
42579342,1292546
42565452,1285370
42575560,1294751
42565978,1264419
42559138,1262848
42565278,1312225
42597438,1302538
42570821,1309507
42609946,1269992
42581182,1262521
42590199,1277108
42561834,1321798
42561252,1300145
42571529,1297812
42554964,1281890
42565400,1300057
42584765,1320145
42581567,1325978
42579102,1281457
42567809,1334054
42559588,1344792
42571283,1301921
42581157,1276195
42592239,1292477
42576453,1338612
42569157,1279514
42564796,1340869
42581953,1305392
42580288,1279711
42580136,1331402
42570434,1285546
42587079,1331228
42570833,1302108
42584506,1277892
42579497,1298430
42561938,1323775
42575425,1267121
42555222,1335155
42580189,1292946
42599925,1284079
42562772,1306365
42590483,1316966
42561365,1293073
42569151,1280951
42561119,1271964
42593739,1306249
42575425,1300694
42568248,1300727
42577266,1300563
42570615,1310489
42568893,1319005
42584719,1296195
42569889,1278394
42571563,1280453
42569057,1285503
42561664,1330348
42563586,1289525
42571149,1318289
42576906,1286639
42565281,1310821
42588476,1280597
42577280,1305155
42563291,1298719
42560237,1307307
42558915,1300872
42578943,1288006
42587954,1292673
42599844,1326240
42576820,1262285
42567286,1309245
42564775,1286049
42562610,1280613
42556557,1332701
42593930,1321046
42577296,1299041
42597346,1314492
42606022,1288781
42569736,1334241
42558372,1293098
42555759,1297430
42602871,1308880
42581428,1280802
42572896,1338608
42570936,1305012
42563064,1324697
42575197,1279237
42563372,1301992
42570603,1294644
42566426,1282441
42573956,1332893
42572916,1350658
42577799,1300299
42564212,1328411
42557468,1314592
42573115,1277037
42591672,1269389
42583013,1280895
42570039,1287711
42596728,1324025
42576456,1297271
42563706,1272052
42557047,1336364
42567313,1297057
42595905,1293904
42560668,1303976
42565645,1330662
42585868,1306084
42569647,1301697
42562981,1307607
42568585,1313120
42563540,1305472
42578718,1284260
42578041,1289763
42566147,1319109
42567993,1323968
42597654,1300401
42573012,1279610
42561494,1318244
42557210,1263869
42564692,1330577
42561104,1293827
42561539,1285441
42555867,1299487
42565991,1315613
42564638,1282737
42581817,1352154
42580315,1317666
42583481,1294145
42571574,1289479
42565922,1311936
42571845,1304131
42566898,1291508
42571904,1305453
42583414,1310154
42580680,1318759
42572005,1310327
42567634,1303481
42566587,1331770
42562706,1286338
42574477,1322751
42574657,1325666
42562329,1262062
42557512,1290690
42564786,1309324
42563861,1286982
42558813,1279257
42562023,1324505
42573611,1301100
42574473,1325992
42576770,1310714
42561709,1271856
42556251,1284836
42561803,1322034
42567918,1323328
42565664,1294375
42569077,1294307
42576196,1311815
42562674,1317629
42564144,1261429
42578420,1309923
42631641,1317860
42575021,1309449
42600126,1309302
42575618,1294821
42568089,1330153
42591853,1289369
42589891,1289231
42576095,1323788
42563149,1286415
42573182,1292275
42559300,1294183
42568639,1304993
42568673,1314570
42563870,1320635
42562324,1284015
42580653,1333698
42572402,1311393
42574078,1301532
42571078,1282049
42579565,1258263
42561980,1269578
42568642,1314376
42587634,1320920
42558749,1267473
42560027,1294299
42571196,1277838
42559241,1323356
42586137,1316513
42564506,1288874
42573531,1295467
42579499,1277072
42579464,1285358
42567753,1299143
42560192,1306018
42557380,1299800
42559825,1329880
42553755,1322471
42593538,1309425
42558052,1298135
42575808,1302973
42557284,1294131
42594556,1289829
42579575,1300585
42584647,1313029
42578258,1328302
42575064,1301747
42572460,1327579
42565589,1286334
42564608,1336140
42583978,1273664
42569992,1291537
42589963,1309262
42586579,1286229
42585841,1274112
42569629,1315976
42562251,1300461
42564588,1326236
42568503,1303777
42559674,1291418
42593361,1302933
42565647,1293180
42560929,1308302
42560567,1313888
42586318,1324401
42574400,1315130
42560036,1325163
42567396,1309416
42560985,1306573
42558480,1321225
42558480,1277061
42570843,1317506
42575684,1272263
42584722,1317465
42560000,1298299
42603487,1304959
42577685,1294323
42590669,1301584
42559280,1249459
42568298,1327993
42556793,1317193
42581218,1314008
42575346,1291103
42574890,1300029
42577357,1301188
42568565,1302380
42577716,1310194
42623675,1325792
42664330,1306994
42613364,1342731
42604904,1308138
42573454,1319977
42591236,1332564
42586568,1336246
42562245,1297702
42583529,1305714
42572420,1274735
42567169,1291940
42580675,1325982
42571011,1309656
42565044,1290604
42557860,1302970
42571088,1312690
42574949,1309291
42563649,1321699
42559103,1310309
42577378,1323678
42562217,1301219
42566484,1297413
42591293,1296541
42624213,1304965
42567739,1297293
42561164,1303976
42571717,1314402
42572820,1334702
42560626,1253609
42562892,1312610
42604739,1308413
42603943,1297030
42578661,1309296
42558558,1280066
42584183,1331806
42562982,1302431
42555765,1299119
42572284,1273960
42581956,1279399
42554671,1310363
42562519,1316355
42572171,1332867
42567532,1310247
42588981,1283504
42595827,1302865
42606840,1262843
42578125,1280864
42586275,1349352
42560023,1294265
42559151,1313970
42567548,1294896
42573602,1267425
42584305,1332647
42580803,1323070
42592609,1271535
42571090,1300713
42575182,1322794
42571018,1296358
42567946,1300570
42553839,1280944
42610635,1254505
42577204,1332184
42585003,1266537
42567160,1301797
42559979,1361466
42564033,1280260
42575071,1299029
42563013,1314993
42596294,1315324
42565437,1307224
42573451,1326181
42572717,1348526
42558273,1331686
42576719,1302854
42563592,1287952
42596606,1301433
42567716,1306625
42576912,1280515
42568442,1318273
42568153,1312002
42567555,1295509
42570971,1300562
42569406,1325657
42568541,1304805
42564852,1322716
42555591,1271019
42580476,1272089
42587812,1294600
42589799,1307372
42579370,1300155
42561109,1309077
42562427,1322028
42564297,1342563
42574533,1305213
42563969,1328636
42585591,1290764
42585994,1270283
42578023,1310097
42562451,1247248
42564804,1290524
42561303,1308364
42583489,1330971
42565197,1316414
42574366,1289566
42573188,1275305
42569140,1288262
42566250,1304808
42572970,1293824
42573193,1317045
42570293,1279107
42581779,1329733
42599645,1274310
42567615,1317308
42571494,1298426
42563619,1278541
42562512,1285845
42568245,1292768
42568926,1301683
42586808,1315593
42565120,1331736
42558406,1308162
42564401,1276461
42579016,1306477
42562154,1316126
42565171,1297005
42564699,1299099
42555001,1275540
42559942,1280307
42565690,1294934
42579548,1288496
42571002,1278824
42569100,1354202
42574249,1257624
42581623,1298179
42566315,1307278
42560958,1298432
42565030,1289152
42566424,1304346
42569048,1313316
42572279,1303122
42565012,1322395
42566816,1298818
42576781,1308438
42563334,1281144
42561539,1305009
42555599,1291267
42571483,1288474
42583417,1292988
42562814,1322936
42574629,1277239
42569582,1299333
42581187,1296919
42559936,1283358
42573989,1318300
42566491,1313643
42581548,1295527
42563296,1298972
42575039,1296660
42573822,1305398
42562490,1333271
42569327,1297512
42572382,1277294
42578464,1287194
42564719,1319477
42577353,1309461
42560468,1326032
42565047,1285916
42567137,1292323
42578582,1301814
42565438,1338322
42571700,1315301
42570263,1275898
42559491,1321237
42568425,1270864
42563067,1314072
42588665,1304778
42576863,1313149
42603475,1353726
42569172,1308043
42569055,1320002
42563321,1285341
42569083,1299753
42572303,1291411
42590464,1306773
42581548,1282614
42567937,1289803
42582316,1294752
42566650,1302437
42565657,1347983
42565385,1277590
42560693,1296726
42568098,1314467
42574527,1271103
42564453,1330165
42559173,1287572
42567418,1287445
42574495,1282695
42610542,1295259
42561012,1289792
42574265,1314064
42580117,1288221
42570519,1315088
42567745,1280137
42563776,1327272
42589105,1301902
42569573,1307337
42557371,1317175
42560429,1327995
42566483,1304029
42558951,1303841
42634771,1317190
42564449,1323576
42578535,1287639
42557439,1301278
42583216,1343882
42577513,1300775
42581653,1342909
42591805,1291638
42570534,1313304
42574338,1298754
42573374,1273420
42573925,1277751
42580875,1269062
42560652,1282187
42577209,1311922
42562714,1296788
42586790,1315923
42603753,1295967
42573244,1294977
42573946,1305896
42562748,1310687
42564241,1287420
42562153,1319747
42584236,1314022
42575073,1312965
42566925,1314931
42593982,1291846
42582518,1319149
42577535,1320840
42565198,1294541
42575285,1315066
42569572,1291624
42563017,1276043
42561401,1319881
42582039,1294672
42565444,1283383
42564680,1313946
42567590,1298740
42595039,1291721
42585928,1305629
42568155,1322556
42569251,1279124
42557893,1327928
42574774,1293588
42565495,1267020
42580064,1327456
42565997,1302321
42561745,1315222
42558466,1327850
42567494,1310018
42574959,1346783
42609701,1323690
42653810,1341421
42599403,1310736
42599085,1339952
42562448,1305316
42567268,1329888
42582660,1309049
42584984,1312224
42573678,1297854
42578508,1302230
42583705,1286448
42570635,1252624
42585741,1284489
42565684,1301071
42580985,1291895
42564150,1305418
42576431,1317669
42562679,1286059
42584136,1316944
42572540,1312326
42559015,1305793
42596463,1329172
42568812,1284703
42586226,1308456
42561899,1312870
42577944,1301803
42575950,1328138
42565648,1317412
42574301,1259229
42562475,1285444
42589529,1325237
42589854,1278211
42573285,1307139
42562234,1301251
42557512,1300529
42572882,1286942
42577751,1343272
42579533,1300412
42576383,1324535
42574225,1283090
42586164,1267808
42574258,1346275
42588421,1291148
42596079,1301990
42589064,1323646
42569861,1280630
42563041,1270343
42570784,1296633
42558451,1296681
42578857,1292692
42600220,1319919
42560224,1271214
42585796,1300335
42585604,1312630
42565403,1329688
42590596,1354893
42572978,1324130
42572446,1298697
42600194,1306424
42599397,1323188
42598700,1330894
42615907,1296795
42572827,1306177
42574108,1308805
42579692,1319156
42578406,1307206
42576865,1334075
42573996,1332275
42559403,1296524
42568871,1277780
42566649,1317565
42562629,1279350
42602089,1319680
42573462,1315820
42568801,1311921
42572481,1305788
42565176,1340475
42576903,1325021
42578423,1296688
42557474,1286416
42562292,1250231
42558867,1322536
42594112,1312511
42571636,1281652
42558392,1299849
42566915,1319509
42587009,1303076
42561247,1281270
42584305,1316598
42564423,1331467
42585550,1315629
42577308,1292579
42573188,1289221
42561869,1302952
42561155,1288919
42593267,1260400
42587679,1314642
42584027,1315077
42567925,1273132
42575667,1281980
42573107,1280482
42565705,1287621
42561390,1256754
42559032,1276891
42566879,1287765
42556225,1306244
42565268,1302271
42562682,1298123
42554147,1315134
42575964,1308679
42585263,1304649
42570177,1307037
42590858,1315877
42580112,1324951
42565658,1354220
42566634,1290585
42566637,1305029
42591915,1305761
42564391,1310945
42571856,1283155
42576242,1307876
42570336,1283342
42552809,1308484
42571393,1284448
42559583,1304006
42580003,1289574
42560067,1289698
42560710,1301161
42572908,1279742
42577128,1263716
42581072,1288089
42579589,1268314
42569770,1283534
42578212,1273458
42569343,1283000
42566698,1279076
42563861,1306336
42559347,1310604
42566148,1315237
42616659,1285084
42611768,1300864
42589965,1275004
42564427,1312421
42571665,1306075
42569608,1344132
42562444,1324517
42570743,1291159
42578958,1271794
42570814,1297007
42559864,1278793
42574945,1293703
42567461,1298559
42581284,1304618
42561681,1301038
42564137,1302550
42560501,1351614
42571811,1301624
42572398,1302325
42560827,1282256
42565797,1288760
42562048,1302399
42607271,1317943
42576609,1331613
42576072,1280515
42581392,1281106
42575559,1302447
42572390,1312962
42569317,1327709
42601334,1325329
42569811,1305610
42564828,1322126
42561767,1305155
42563025,1296764
42563841,1321156
42592622,1290580
42648472,1273464
42589246,1313920
42582677,1320506
42571246,1336219
42574482,1311319
42568779,1314755
42597192,1285303
42562775,1302699
42582360,1272359
42601912,1310151
42576734,1294877
42577280,1273106
42571564,1320857
42558658,1334577
42558682,1306680
42564190,1302571
42563046,1307110
42585299,1315464
42567536,1307381
42584851,1285868
42579332,1337741
42570192,1309515
42601759,1303213
42562326,1282059
42567607,1249234
42572415,1302741
42566270,1290946
42564511,1325913
42594939,1298996
42586366,1320252
42585038,1316186
42583923,1293413
42581366,1284589
42559513,1310472
42574078,1312797
42574010,1340009
42563127,1371159
42571341,1330526
42588086,1288909
42567133,1295212
42562664,1291902
42574605,1294692
42591043,1324260
42603874,1276902
42561356,1310899
42568480,1285209
42569240,1293031
42564654,1260295
42589089,1311301
42615682,1274197
42606753,1279964
42578760,1325745
42589769,1275698
42592733,1308454
42587803,1311680
42568902,1300375
42584532,1313457
42570705,1302383
42561187,1277335
42589060,1285478
42569808,1289139
42567771,1279806
42556480,1308607
42564713,1284211
42585783,1280085
42570960,1303520
42571685,1271232
42595892,1284364
42564291,1270578
42578730,1324287
42563878,1265094
42555234,1287790
42564990,1339107
42605911,1298602
42582478,1293680
42588111,1294279
42566037,1270422
42576321,1283628
42578529,1304254
42561543,1316405
42568337,1300820
42586826,1309168
42563423,1308397
42562304,1310011
42589152,1304773
42565483,1289815
42573588,1320424
42578177,1307905
42586701,1320073
42565270,1301464
42578148,1316896
42560524,1299225
42566320,1289731
42577852,1336665
42567918,1265548
42570304,1275966
42577866,1284278
42575115,1307221
42582778,1290214
42567725,1286569
42567777,1274954
42595526,1307198
42567704,1311773
42577902,1308436
42575940,1284087
42566843,1290950
42570421,1299966
42561109,1302387
42572165,1324121
42594054,1299616
42558526,1321486
42565248,1290677
42562754,1359132
42563737,1321065
42563598,1296016
42576914,1296324
42576190,1301889
42568444,1297849
42563424,1307939
42563356,1312285
42581431,1333194
42572856,1313179
42565927,1317107
42567523,1315049
42584556,1319645
42564747,1320709
42571466,1327344
42577513,1315269
42575177,1301153
42568677,1292880
42579195,1316070
42610332,1316331
42575616,1292950
42559124,1293798
42568967,1298316
42573154,1318426
42570033,1271175
42604613,1284243
42594835,1312234
42579951,1322917
42567392,1294671
42572632,1313352
42597001,1303649
42568505,1326524
42564408,1300202
42570346,1299332
42569443,1291292
42568546,1324174
42568294,1327789
42565181,1357176
42572956,1308991
42573111,1292714
42567667,1324267
42561650,1337972
42576741,1317449
42570995,1325232
42566695,1312005
42563647,1309988
42556164,1331760
42568040,1265269
42575913,1316027
42579200,1292490
42577548,1289943
42579267,1318431
42586972,1267521
42564405,1305016
42577690,1311491
42564121,1338417
42565996,1313855
42561144,1295444
42561980,1291179
42559848,1290402
42566820,1298756
42581716,1321738
42577033,1330935
42567491,1307418
42568171,1306411
42569114,1301572
42566980,1295047
42555622,1320697
42567321,1287934
42569644,1285743
42576536,1343874
42562037,1293477
42578311,1353539
42564705,1298025
42577191,1300971
42577325,1302676
42561538,1309328
42580013,1332226
42574584,1262581
42566554,1294283
42560667,1307794
42563310,1298729
42565186,1334060
42593948,1303690
42598014,1284133
42560670,1267388
42555783,1333960
42563143,1321273
42561660,1305475
42563143,1322078
42559952,1319556
42554906,1306904
42587973,1313553
42566744,1329779
42568152,1275297
42557851,1281249
42557008,1314680
42590417,1314680
42568052,1287057
42564930,1293438
42556050,1291538
42570915,1252273
42568422,1334535
42570696,1305916
42618319,1277949
42675042,1338938
42601892,1280625
42607545,1317495
42594882,1291576
42568619,1357611
42582671,1281155
42579780,1324454
42583045,1286984
42565307,1295214
42597307,1275747
42574469,1331899
42569353,1301773
42562810,1317973
42592756,1319676
42586938,1283281
42573649,1311419
42572750,1287745
42573757,1305275
42584385,1249123
42575996,1313952
42576499,1300028
42565173,1296132
42569339,1269751
42569328,1265284
42584062,1278165
42561417,1304823
42569493,1333354
42572826,1295170
42558515,1289542
42584147,1295236
42561214,1288708
42576028,1312606
42571361,1296714
42560022,1315152
42561134,1335378
42561278,1335056
42575868,1295054
42573677,1297233
42621700,1307305
42594507,1286055
42555962,1327367
42564294,1291803
42577404,1270476
42582618,1276279
42622092,1331998
42598830,1331085
42603515,1289991
42569615,1309242
42576404,1303682
42562911,1271107
42562110,1318308
42570073,1300502
42586232,1293017
42585790,1270387
42571338,1327736
42571086,1308050
42560483,1306620
42569847,1293285
42555312,1304236
42594636,1267206
42579458,1350107
42560221,1281860
42559469,1307952
42556506,1290034
42599738,1318721
42560684,1327992
42587913,1289718
42590653,1300564
42577827,1302675
42580206,1292487
42565440,1283981
42577917,1293427
42563067,1296348
42566427,1336584
42598383,1283620
42583143,1318251
42581770,1323548
42569235,1285816
42571602,1297921
42566468,1318593
42569356,1297224
42584936,1290798
42573255,1281662
42557251,1282341
42583729,1324441
42571542,1341858
42575313,1289481
42579404,1303972
42591594,1306626
42584036,1280110
42567608,1339332
42555196,1300170
42580317,1300321
42569351,1307472
42597109,1298279
42569107,1327968
42579213,1310169
42569782,1299220
42583059,1295423
42572220,1332288
42561134,1292065
42563515,1306802
42576976,1315878
42591458,1313638
42572032,1297899
42569847,1318193
42571240,1287200
42563440,1326664
42569275,1306824
42569389,1277487
42567726,1313556
42567202,1280159
42568752,1321899
42558316,1301044
42560217,1325909
42563511,1271187
42583633,1279394
42569634,1328873
42586146,1322519
42570185,1270392
42562752,1280137
42572223,1261217
42563728,1328784
42560112,1332087
42564027,1292812
42560916,1280447
42579957,1305442
42574577,1341771
42561930,1317447
42559780,1298802
42569886,1319739
42574015,1315668
42555017,1354205
42577707,1317577
42560771,1308189
42566397,1307990
42561050,1310359
42571480,1312140
42563206,1332989
42583419,1263993
42557603,1298128
42570240,1326966
42567726,1333792
42557979,1285775
42563434,1292501
42559155,1315221
42578727,1307329
42562349,1338994
42593217,1316093
42568622,1318316
42568449,1287182
42576298,1294547
42619815,1341913
42679139,1342619
42574699,1335183
42579917,1329364
42585472,1324768
42553446,1294646
42566558,1328875
42563106,1330255
42563022,1304218
42607780,1299771
42594811,1288117
42601348,1284446
42570182,1279846
42572920,1303305
42562872,1312305
42563615,1310591
42562855,1263993
42567702,1299466
42587796,1290972
42574074,1278425
42554637,1315134
42587919,1321735
42598219,1316073
42559896,1297852
42595818,1307252
42555707,1298169
42562828,1287328
42570742,1309310
42564998,1287648
42599014,1301342
42582940,1323426
42583734,1290019
42586446,1323278
42569443,1296634
42572480,1300319
42589832,1306022
42563486,1301443
42562465,1261724
42569678,1275423
42586057,1301564
42589795,1271640
42565911,1295919
42559679,1344451
42580735,1302690
42567358,1290557
42563458,1308866
42561124,1285442
42560738,1328260
42569357,1322150
42604662,1332087
42567303,1305003
42592941,1332516
42565004,1297872
42624502,1318875
42565927,1308925
42574336,1278407
42568899,1317443
42562665,1294294
42565350,1306504
42557758,1318628
42571037,1317828
42568701,1309863
42566832,1334441
42576335,1276619
42576629,1309067
42595765,1305288
42598544,1307035
42566715,1307088
42555529,1316571
42565575,1305461
42575260,1286272
42568955,1306319
42572028,1318185
42571212,1309474
42565201,1318070
42564956,1288766
42562556,1341623
42556617,1317234
42565200,1304885
42571983,1302454
42567390,1299344
42568547,1282875
42562509,1304727
42573677,1294802
42570883,1318199
42591604,1322760
42572342,1262751
42577343,1284776
42571323,1284297
42558099,1298429
42574175,1303178
42560324,1282716
42561150,1297064
42581475,1313063
42563243,1296986
42571398,1292208
42582747,1331983
42567872,1300737
42587599,1281970
42554457,1296447
42561675,1312289
42576218,1307213
42570913,1306729
42569394,1319371
42589254,1306022
42591744,1288481
42561447,1281219
42594147,1298254
42638079,1285483
42623149,1318676
42620441,1333510
42618875,1312549
42569942,1306129
42600050,1331589
42604905,1287090
42594182,1308417
42569110,1327379
42568306,1284157
42567840,1324110
42583265,1273914
42571090,1324238
42581264,1297819
42575354,1315614
42561858,1349394
42580026,1288619
42562583,1295192
42563551,1291568
42563532,1295312
42566404,1306690
42613298,1306411
42562594,1269845
42567510,1311910
42576647,1320345
42588534,1314169
42565775,1307808
42566609,1302918
42573857,1293626
42559832,1298960
42575190,1275958
42562163,1316898
42575878,1324118
42563825,1306446
42556886,1333934
42558838,1319014
42569374,1282699
42560638,1289954
42564250,1313159
42569381,1315204
42601458,1286401
42562175,1330933
42574817,1324184
42560130,1304660
42602072,1331036
42631208,1304536
42589315,1303635
42581328,1352507
42562052,1324144
42567222,1305853
42587912,1294441
42570419,1318886
42596001,1306419
42583963,1338840
42580361,1322623
42573046,1309305
42569826,1288305
42552272,1272524
42565610,1299058
42560609,1284380
42563915,1297279
42611169,1316501
42568922,1312803
42588310,1281851
42577653,1309896
42554192,1317239
42589523,1308892
42577879,1298325
42562577,1311847
42576028,1296959
42559181,1291062
42564138,1292571
42595693,1310083
42599596,1298778
42590678,1303557
42568813,1309129
42564124,1301221
42569297,1298957
42569245,1325744
42560978,1306908
42559765,1329875
42576043,1303760
42554114,1313964
42581750,1317042
42561384,1313124
42563657,1305002
42583099,1307920
42586027,1289810
42582464,1286549
42568274,1283127
42580732,1315982
42568558,1341511
42565046,1314979
42559147,1302155
42578756,1291600
42588175,1297105
42562968,1302184
42569732,1350053
42563677,1292283
42583090,1317161
42569085,1312973
42597664,1316994
42561912,1320657
42568920,1290004
42552309,1292994
42584186,1313736
42580113,1342372
42574758,1292426
42568604,1359475
42558850,1319452
42581392,1310464
42566182,1289670
42556200,1288109
42559444,1293389
42555841,1319432
42562989,1331138
42561854,1308386
42553276,1288433
42565423,1321003
42592114,1352268
42560852,1314276
42562371,1304873
42562609,1291933
42566878,1308609
42559358,1320333
42561068,1294065
42560657,1295037
42576773,1286949
42557032,1295159
42560171,1303197
42561100,1302024
42577777,1317281
42574758,1320872
42573069,1268477
42558055,1327966
42562559,1303850
42573565,1286897
42564181,1328317
42564512,1334017
42575882,1366350
42568352,1305447
42573061,1316694
42560687,1302441
42563716,1291971
42567429,1271460
42562288,1315913
42563697,1352468
42555682,1284468
42566319,1330974
42564077,1329405
42561842,1301122
42569990,1322787
42569722,1272491
42554134,1294553
42576295,1316061
42577977,1298246
42553073,1280092
42561292,1352031
42558380,1305969
42567227,1311267
42564766,1288476
42576027,1291992
42562123,1325677
42568430,1327327
42560898,1315987
42574750,1284616
42559199,1273175
42576184,1315507
42554903,1316850
42556841,1312432
42560091,1300479
42562777,1320026
42560252,1287218
42582820,1284155
42578177,1293441
42617697,1285513
42621613,1293079
42608646,1260505
42570046,1303208
42587787,1317240
42562865,1305919
42558453,1285539
42574126,1310413
42561321,1308781
42594754,1278744
42581859,1331857
42574134,1318224
42574577,1321764
42564135,1293639
42563684,1327668
42556403,1259668
42558469,1336802
42561762,1297881
42562784,1299809
42578469,1285823
42561354,1272438
42570726,1288074
42560261,1315446
42572007,1314890
42576595,1287883
42560442,1327881
42567566,1320590
42565199,1320436
42566033,1306187
42575795,1355011
42574744,1280217
42573162,1322353
42567415,1300688
42570546,1313224
42563581,1286683
42562137,1325370
42592231,1310031
42564073,1332949
42563740,1282838
42562500,1310845
42561932,1296554
42569314,1261999
42564056,1291767
42608972,1309031
42588854,1323425
42565262,1315151
42577639,1325955
42587622,1270703
42576700,1304356
42561088,1320997
42557877,1297135
42586826,1301035
42592762,1294060
42570715,1330210
42578727,1302207
42566454,1279341
42566051,1295299
42565017,1293430
42568526,1310492
42570416,1325447
42572145,1331544
42563892,1277901
42572423,1305415
42563720,1294807
42561902,1307908
42580007,1293270
42564632,1289880
42568720,1295180
42559046,1313116
42591639,1275831
42565622,1297245
42561385,1303660
42560373,1313630
42563998,1312905
42560453,1298401
42578169,1350668
42559192,1317201
42564002,1299034
42573383,1300633
42565919,1280984
42560188,1281369
42561209,1305679
42566818,1333736
42567240,1305282
42589430,1294316
42566493,1241041
42670121,1274797
42662169,1344995
42605350,1301972
42591168,1293830
42581823,1299273
42594098,1279689
42565205,1309320
42563895,1332202
42597075,1299640
42583651,1309890
42601008,1302833
42588727,1283816
42557031,1321824
42559418,1341795
42611022,1308544
42569723,1352093
42568666,1314280
42562003,1304062
42572209,1299427
42566779,1292785
42565000,1300080
42572316,1296821
42587314,1319135
42555865,1307912
42556915,1303134
42564559,1310640
42566926,1311670
42573416,1295266
42565055,1315963
42585595,1303239
42606895,1279812
42558169,1328237
42568289,1318031
42561289,1299438
42565014,1361418
42582949,1363301
42561645,1336226
42561413,1302684
42569755,1270851
42563351,1329708
42561013,1289178
42560371,1307399
42568546,1311323
42559226,1276506
42596511,1334162
42645675,1296452
42616074,1306844
42586549,1299338
42579751,1317937
42568815,1281738
42574687,1302237
42578525,1322039
42575581,1336428
42572643,1285968
42573097,1294173
42559372,1295849
42561525,1307268
42565608,1310934
42589226,1310917
42567982,1297391
42582245,1300290
42589852,1328459
42581961,1277274
42564071,1312628
42566976,1313997
42568360,1302960
42581980,1311966
42570804,1271059
42564942,1278668
42561615,1312343
42568157,1312205
42567521,1279902
42570844,1320007
42558482,1316261
42599903,1312074
42563000,1275769
42560431,1298414
42576417,1319288
42556314,1281020
42566454,1290320
42569270,1302508
42568791,1312816
42579785,1293923
42575659,1287060
42575195,1332288
42566828,1288582
42572589,1345301
42590105,1277306
42589295,1298705
42576423,1305068
42608726,1310433
42561806,1333058
42578960,1305646
42569704,1296061
42577549,1312371
42589902,1285430
42592567,1259161
42571301,1318523
42569450,1277105
42565231,1313939
42574789,1315463
42587305,1314674
42558744,1288553
42566021,1315893
42569854,1306569
42581975,1284611
42569820,1308900
42573612,1284876
42567638,1279977
42573289,1312288
42557266,1333246
42571785,1278316
42562328,1298363
42556951,1291723
42568918,1280257
42574188,1286917
42561985,1296777
42576271,1334248
42571184,1302098
42584148,1310637
42572955,1323188
42564210,1312141
42558026,1295092
42573331,1316155
42565771,1311698
42608936,1301164
42565878,1291727
42561348,1302735
42579690,1288011
42560822,1296210
42565330,1285829
42578783,1305969
42566217,1272348
42569833,1285630
42565283,1300966
42559829,1324349
42574123,1277884
42572590,1300111
42560114,1294952
42571328,1288033
42562508,1310635
42572711,1277296
42567699,1335246
42560272,1292564
42558699,1327063
42562935,1321177
42567928,1287033
42562025,1314550
42553012,1287260
42564813,1303641
42569683,1297170
42561474,1282490
42560222,1323019
42578081,1309983
42568440,1315545
42562255,1287450
42571304,1316367
42553454,1364041
42570923,1295752
42555133,1304797
42568503,1296661
42605336,1301855
42565959,1309850
42586147,1298620
42570968,1312700
42556492,1294917
42565649,1319699
42555196,1299714
42568619,1294726
42574020,1314405
42572621,1287626
42557526,1321549
42563125,1347382
42554811,1282071
42571447,1277608
42603295,1274471
42574745,1293174
42602136,1283873
42568465,1293731
42575637,1321351
42566207,1282092
42566346,1342333
42557585,1323884
42591399,1331626
42580643,1267767
42592374,1270941
42569341,1271260
42563256,1303352
42576582,1318089
42553700,1303682
42561791,1320232
42563038,1286009
42565212,1309877
42567757,1292258
42566442,1307546
42559505,1310855
42570179,1277131
42560718,1279261
42554144,1273747
42566064,1310588
42558806,1312762
42565771,1316179
42558754,1288953
42567071,1326282
42556748,1286488
42595206,1325921
42604099,1329468
42592610,1300197
42560404,1294761
42564290,1289787
42554304,1274127
42561130,1325347
42567454,1305153
42571153,1316726
42598981,1313461
42574474,1289042
42572001,1309156
42569223,1274276
42581398,1290153
42562567,1327214
42563700,1307711
42560516,1325670
42562122,1287237
42559653,1295019
42557775,1324084
42590261,1299406
42564531,1310212
42568991,1266228
42584179,1304482
42566103,1288140
42561130,1320291
42577820,1305513
42564641,1291255
42558114,1309527
42575604,1312376
42563139,1299452
42573973,1305457
42572876,1322649
42574036,1296371
42567557,1285972
42584150,1279774
42575268,1306630
42572087,1286583
42569487,1265053
42565216,1290444
42564404,1273510
42551810,1347777
42570488,1305206
42580718,1308832
42589895,1331606
42593653,1314486
42558698,1342958
42571383,1301630
42570784,1305809
42560640,1306566
42561237,1280074
42558272,1269342
